name,executionTime,simulatedTime,metricRecordStart,metricRecordDuration,appSchedulingTimeout,nHosts,activeHostsMax,activeHostsMean,activeHostsMin,activeHostsUtil,totalUtil,powerConsumed,powerMax,powerMean,powerMin,powerEfficiency,cpuUnderprovision,slaAchieveGTE99,slaAchieveGTE95,slaAchieveGTE90,slaAchieveLT90,slaAchieveMean,slaAchieveStdev,slaAchieveMax,slaAchieve95,slaAchieve75,slaAchieve50,slaAchieve25,slaAchieveMin,slaAggregateTotal,slaAggregateMax,slaAggregateMean,slaAggregateMin,slaApplicationMean,slaApplicationStdev,slaApplicationMax,slaApplication95,slaApplication75,slaApplication50,slaApplication25,slaApplicationMin,responseTimeMax,responseTimeMean,responseTimeMin,throughputMax,throughputMean,throughputMin,applicationsSpawned,applicationsShutdown,applicationPlacementsFailed,averageSize,messages-edu.uwo.csd.dcsim.management.events.HostStatusEvent,messageBW-edu.uwo.csd.dcsim.management.events.HostStatusEvent
AppExample,24,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,39.0,53.012,50.213,100.0,100.0,100.0,100.0,0.0,0.0,678600,39.0,39.0,39.0,8175.904,8736.992,17400.0,17400.0,17400.0,0.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,11.889,11.889,11.889,0,0,0,0.53,236,0.0
AppExample,22,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,40.0,52.381,50.243,100.0,100.0,100.0,100.0,0.0,0.0,696000,40.0,40.0,40.0,8285.714,8742.324,17400.0,17400.0,17400.0,0.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,11.748,11.748,11.748,0,0,0,0.524,236,0.0
AppExample,25,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,41.0,51.765,50.265,100.0,100.0,100.0,100.0,0.0,0.0,713400,41.0,41.0,41.0,8392.941,8746.18,17400.0,17400.0,17400.0,0.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,11.61,11.61,11.61,0,0,0,0.518,236,0.0
AppExample,18,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,42.0,51.163,50.28,100.0,100.0,100.0,100.0,0.0,0.0,730800,42.0,42.0,42.0,8497.674,8748.66,17400.0,17400.0,17400.0,0.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,11.475,11.475,11.475,0,0,0,0.512,236,0.0
AppExample,18,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,43.0,50.575,50.287,100.0,100.0,100.0,100.0,0.0,0.0,748200,43.0,43.0,43.0,8600.0,8749.857,17400.0,17400.0,17400.0,0.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,11.343,11.343,11.343,0,0,0,0.506,236,0.0
AppExample,18,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,44.0,50.0,50.287,100.0,100.0,100.0,50.0,0.0,0.0,765600,44.0,44.0,44.0,8700.0,8749.857,17400.0,17400.0,17400.0,8700.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,11.214,11.214,11.214,0,0,0,0.5,236,0.0
AppExample,21,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,45.0,49.438,50.28,100.0,100.0,100.0,0.0,0.0,0.0,783000,45.0,45.0,45.0,8797.753,8748.74,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,11.088,11.088,11.088,0,0,0,0.494,236,0.0
AppExample,19,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,46.0,48.889,50.268,100.0,100.0,100.0,0.0,0.0,0.0,800400,46.0,46.0,46.0,8893.333,8746.579,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,10.965,10.965,10.965,0,0,0,0.489,236,0.0
AppExample,20,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,47.0,48.352,50.25,100.0,100.0,100.0,0.0,0.0,0.0,817800,47.0,47.0,47.0,8986.813,8743.445,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,10.844,10.844,10.844,0,0,0,0.484,236,0.0
AppExample,22,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,48.0,47.826,50.226,100.0,100.0,100.0,0.0,0.0,0.0,835200,48.0,48.0,48.0,9078.261,8739.4,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,10.726,10.726,10.726,0,0,0,0.478,236,0.0
AppExample,24,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,49.0,47.312,50.198,100.0,100.0,100.0,0.0,0.0,0.0,852600,49.0,49.0,49.0,9167.742,8734.504,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,10.611,10.611,10.611,0,0,0,0.473,236,0.0
AppExample,25,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,50.0,46.809,50.166,100.0,100.0,100.0,0.0,0.0,0.0,870000,50.0,50.0,50.0,9255.319,8728.813,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,10.498,10.498,10.498,0,0,0,0.468,236,0.0
AppExample,28,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,51.0,46.316,50.129,100.0,100.0,100.0,0.0,0.0,0.0,887400,51.0,51.0,51.0,9341.053,8722.379,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,10.387,10.387,10.387,0,0,0,0.463,236,0.0
AppExample,26,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,52.0,45.833,50.088,100.0,100.0,100.0,0.0,0.0,0.0,904800,52.0,52.0,52.0,9425.0,8715.25,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,10.279,10.279,10.279,0,0,0,0.458,236,0.0
AppExample,28,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,53.0,45.361,50.043,100.0,100.0,100.0,0.0,0.0,0.0,922200,53.0,53.0,53.0,9507.216,8707.471,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,10.173,10.173,10.173,0,0,0,0.454,236,0.0
AppExample,23,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,54.0,44.898,49.995,100.0,100.0,100.0,0.0,0.0,0.0,939600,54.0,54.0,54.0,9587.755,8699.085,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,10.069,10.069,10.069,0,0,0,0.449,236,0.0
AppExample,26,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,55.0,44.444,49.943,100.0,100.0,100.0,0.0,0.0,0.0,957000,55.0,55.0,55.0,9666.667,8690.13,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,9.968,9.968,9.968,0,0,0,0.444,236,0.0
AppExample,29,18000000,600000,17400000,0,4,4.0,4.0,4.0,15.411,15.411,0.402,83.152,83.152,83.152,284.683,0.0,44.0,44.0,44.0,56.0,44.0,49.889,100.0,100.0,100.0,0.0,0.0,0.0,974400,56.0,56.0,56.0,9744.0,8680.645,17400.0,17400.0,17400.0,17400.0,0.0,0.0,9.223372036854776E15,9.223372036854776E15,9.223372036854776E15,9.868,9.868,9.868,0,0,0,0.44,236,0.0
