44.5	0.5	0.5	0.25	0	0.5	0.75	0.75	0.75	0.5
0.5	41.75	0.25	1.25	0.75	0.75	1	0.5	0.25	0.5
0.5	0.25	44.25	0.25	0.25	0.25	0.5	0.25	1.25	0.75
0.25	1.25	0.25	42.25	1	0.75	0.75	0.25	0.25	0.5
0	0.75	0.25	1	44.25	0	0.5	0.75	0.5	0.5
0.5	0.75	0.25	0.75	0	46	0	0.5	0.5	0.75
0.75	1	0.5	0.75	0.5	0	47.25	0	0.25	0.5
0.75	0.5	0.25	0.25	0.75	0.5	0	45.5	0.25	0.25
0.75	0.25	1.25	0.25	0.5	0.5	0.25	0.25	49.5	0.5
0.5	0.5	0.75	0.5	0.5	0.75	0.5	0.25	0.5	49.75
